REEF_ID,SECTOR,SHELF,REEF_NAME,LATITUDE,LONGITUDE,SITE_NO,SITE_LATITUDE,SITE_LONGITUDE,REPORT_YEAR,P_CODE,YEAR_CODE,VISIT_NO,SAMPLE_DATE,SAMPLE_YEAR,SAMPLE_MONTH,TEMPERATURE,TEMPERATURE_YEAR_AVE,MEDIAN_LIVE_CORAL,MEDIAN_SOFT_CORAL,MEDIAN_DEAD_CORAL,MEAN_LIVE_CORAL,MEAN_SOFT_CORAL,MEAN_DEAD_CORAL,TOTAL_COTS,TOWS,MEAN_COTS_PER_TOW,TOTAL_TROUT,MEAN_TROUT_PER_TOW,SITE_SAMPLE_DATE,ALGAE_COVER,HARD_CORAL_COVER,SOFT_CORAL_COVER,OTHER_COVER
18075S,TO,M,JOHN BREWER REEF,-18.633333,147.058333,2,-18.622633,147.084083,1999,RM,199899,7,28/04/1999,1999,4,28.9,29.1,15,2.5,2.5,20.296,2.632,2.5,0,76,0,0,0,29/04/1999,57.67,29.91,3.01,9.41
18075S,TO,M,JOHN BREWER REEF,-18.633333,147.058333,2,-18.622633,147.084083,2000,RM,199900,8,5/01/2000,2000,5,27.4,28.5,25,2.5,2.5,23.801,3.082,2.568,8,73,0.11,0,0,5/01/2000,67.64,21.86,2.5,8
18075S,TO,M,JOHN BREWER REEF,-18.633333,147.058333,2,-18.622633,147.084083,2001,RM,200001,9,5/06/2001,2001,5,28.7,30.1,15,2.5,2.5,14.786,2.714,2.857,117,70,1.671,0,0,5/06/2001,70.69,22.58,2.31,4.42
18075S,TO,M,JOHN BREWER REEF,-18.633333,147.058333,2,-18.622633,147.084083,2002,RM,200102,10,19/02/2002,2002,2,32.7,29.9,7.5,2.5,2.5,11.686,2.5,6.017,202,86,2.349,0,0,19/02/2002,83.58,8.81,1.8,5.81
18075S,TO,M,JOHN BREWER REEF,-18.633333,147.058333,2,-18.622633,147.084083,2003,RM,200203,11,3/09/2003,2003,3,31.6,30.1,2.5,2.5,2.5,3.013,2.5,2.404,343,78,4.397,0,0,3/09/2003,93.2,1.9,1.7,3.2
18075S,TO,M,JOHN BREWER REEF,-18.633333,147.058333,2,-18.622633,147.084083,2004,RM,200304,12,19/04/2004,2004,4,30.3,29.7,2.5,2.5,2.5,2.872,2.5,1.858,0,74,0,0,0,20/04/2004,95.8,0.1,1.2,2.9
18075S,TO,M,JOHN BREWER REEF,-18.633333,147.058333,2,-18.622633,147.084083,2005,RM,200405,13,28/04/2005,2005,4,31,29.8,2.5,2.5,0,2.905,2.331,0.304,0,74,0,0,0,28/04/2005,93.8,1.2,1.3,3.7
18075S,TO,M,JOHN BREWER REEF,-18.633333,147.058333,2,-18.622633,147.084083,2006,RM,202506,15,12/01/2006,2006,1,,,,,,,,,,,,,,12/01/2006,,,,
18075S,TO,M,JOHN BREWER REEF,-18.633333,147.058333,2,-18.622633,147.084083,2007,RM,200607,15,31/05/2007,2007,5,29.4,28.9,2.5,2.5,0,2.882,2.5,0,0,72,0,22,0.305555556,31/05/2007,93.88,0.8,1.7,3.62
18075S,TO,M,JOHN BREWER REEF,-18.633333,147.058333,2,-18.622633,147.084083,2008,RAP,202708,17,18/01/2008,2008,1,,,,,,,,,,,,,,18/01/2008,,,,
18075S,TO,M,JOHN BREWER REEF,-18.633333,147.058333,2,-18.622633,147.084083,2009,RM,200809,17,15/05/2009,2009,5,27.8,29.5,2.5,2.5,0,3.882,2.559,0.118,0,85,0,13,0.152941176,14/05/2009,91.19,3.1,2,3.7
18075S,TO,M,JOHN BREWER REEF,-18.633333,147.058333,2,-18.622633,147.084083,2010,RM,202910,19,3/09/2010,2010,9,,,,,,,,,,,,,,3/09/2010,,,,
18075S,TO,M,JOHN BREWER REEF,-18.633333,147.058333,2,-18.622633,147.084083,2011,RM,201011,19,5/12/2011,2011,5,26.8,28.6,2.5,2.5,0,4.93,2.57,0.458,0,71,0,10,0.14084507,5/08/2011,87.2,4.2,3,5.6
18075S,TO,M,JOHN BREWER REEF,-18.633333,147.058333,2,-18.622633,147.084083,2012,RM,203112,21,5/03/2012,2012,3,,,,,,,,,,,,,,5/03/2012,,,,
18075S,TO,M,JOHN BREWER REEF,-18.633333,147.058333,2,-18.622633,147.084083,2013,RM,201213,21,6/02/2013,2013,6,26.6,29.7,15,2.5,2.5,16.164,2.672,1.351,1,87,0.011,11,0.126436782,6/01/2013,82.4,8.9,3.1,5.6
18075S,TO,M,JOHN BREWER REEF,-18.633333,147.058333,2,-18.622633,147.084083,2014,RM,203314,23,24/11/2014,2014,11,,,,,,,,,,,,,,24/11/2014,,,,
18075S,TO,M,JOHN BREWER REEF,-18.633333,147.058333,2,-18.622633,147.084083,2015,RM,201415,23,5/06/2015,2015,5,29.1,30.1,35,2.5,2.5,34.516,2.813,2.375,1,80,0.013,10,0.125,16/03/2015,61.5,28.7,6,3.8
18075S,TO,M,JOHN BREWER REEF,-18.633333,147.058333,2,-18.622633,147.084083,2016,RM,203516,25,29/09/2016,2016,9,,,,,,,,,,,,,,29/09/2016,,,,
18075S,TO,M,JOHN BREWER REEF,-18.633333,147.058333,2,-18.622633,147.084083,2017,RM,201617,25,5/02/2017,2017,5,28,29.6,35,2.5,2.5,37.753,2.027,4.595,1,74,0.014,0,0,5/01/2017,68.4,22.3,2.6,6.6
18075S,TO,M,JOHN BREWER REEF,-18.633333,147.058333,2,-18.622633,147.084083,2018,RM,203718,27,8/12/2018,2018,12,,,,,,,,,,,,,,8/12/2018,,,,
18075S,TO,M,JOHN BREWER REEF,-18.633333,147.058333,2,-18.622633,147.084083,2019,RM,201819,27,3/06/2019,2019,3,31.2,29.7,15,2.5,2.5,17.703,2.616,1.977,3,86,0.035,6,0.069767442,3/05/2019,80.76,9.89,4.84,4.51
18075S,TO,M,JOHN BREWER REEF,-18.633333,147.058333,2,-18.622633,147.084083,2020,RAP,201920,28,6/07/2020,2020,6,26.6,29.8,7.5,2.5,2.5,13.333,2.767,1.467,0,75,0,7,0.093333333,6/06/2020,80.51,5.28,4.66,9.55
18075S,TO,M,JOHN BREWER REEF,-18.633333,147.058333,2,-18.622633,147.084083,2021,RM,202021,29,26/03/2021,2021,3,31.3,29.5,25,2.5,2.5,23.906,3.063,2.125,0,80,0,13,0.1625,25/03/2021,80.69,10.05,2.59,6.67
18075S,TO,M,JOHN BREWER REEF,-18.633333,147.058333,2,-18.622633,147.084083,2022,RM,204122,31,10/01/2022,2022,1,,,,,,,,,,,,,,10/01/2022,,,,
18075S,TO,M,JOHN BREWER REEF,-18.633333,147.058333,2,-18.622633,147.084083,2023,RM,204223,32,15/01/2023,2023,1,,,,,,,,,,,,,,15/01/2023,,,,
18075S,TO,M,JOHN BREWER REEF,-18.633333,147.058333,2,-18.622633,147.084083,2024,RM,204324,33,4/02/2024,2024,2,,,,,,,,,,,,,,4/02/2024,,,,
18075S,TO,M,JOHN BREWER REEF,-18.633333,147.058333,2,-18.622633,147.084083,2025,RMRAP,204425,34,9/10/2025,2025,10,,,,,,,,,,,,,,9/10/2025,,,,
18075S,TO,M,JOHN BREWER REEF,-18.633333,147.058333,2,-18.622633,147.084083,2026,RM,204526,35,3/12/2026,2026,12,,,,,,,,,,,,,,3/12/2026,,,,
18075S,TO,M,JOHN BREWER REEF,-18.633333,147.058333,3,-18.6292,147.08325,1993,RM,199293,1,4/08/1992,1992,4,30.2,29.4,20,0,0,12.785,0,2.342,0,79,0,0,0,13/08/1992,57.92,5.32,5.59,31.16
18075S,TO,M,JOHN BREWER REEF,-18.633333,147.058333,3,-18.6292,147.08325,1994,RM,201294,3,23/05/1994,1994,5,,,,,,,,,,,,,,23/05/1994,,,,
18075S,TO,M,JOHN BREWER REEF,-18.633333,147.058333,3,-18.6292,147.08325,1995,RM,199495,3,4/10/1995,1995,4,31.4,29.4,15,0,0,20.642,0,0.574,0,74,0,0,0,4/09/1995,68.23,11.11,7.22,13.44
18075S,TO,M,JOHN BREWER REEF,-18.633333,147.058333,3,-18.6292,147.08325,1996,RM,199596,4,21/04/1996,1996,4,30,29.2,15,0,0,20.304,0,1.143,0,70,0,0,0,22/04/1996,59.63,17.65,8.39,14.32
18075S,TO,M,JOHN BREWER REEF,-18.633333,147.058333,3,-18.6292,147.08325,1997,RM,199697,5,28/03/1997,1997,3,30.1,28.7,15,0,2.5,22.437,0,1.709,2,79,0.025,0,0,27/03/1997,58.14,17.51,8.05,16.3
18075S,TO,M,JOHN BREWER REEF,-18.633333,147.058333,3,-18.6292,147.08325,1998,RM,199798,6,22/04/1998,1998,4,30.8,29.4,35,2.5,2.5,29.55,3.3,2.5,0,75,0,0,0,22/04/1998,62.75,20.17,1.32,15.76
18075S,TO,M,JOHN BREWER REEF,-18.633333,147.058333,3,-18.6292,147.08325,1999,RM,199899,7,28/04/1999,1999,4,28.9,29.1,15,2.5,2.5,20.296,2.632,2.5,0,76,0,0,0,29/04/1999,59.01,22.53,1.83,16.64
18075S,TO,M,JOHN BREWER REEF,-18.633333,147.058333,3,-18.6292,147.08325,2000,RM,199900,8,5/01/2000,2000,5,27.4,28.5,25,2.5,2.5,23.801,3.082,2.568,8,73,0.11,0,0,5/01/2000,63.55,17.32,1.81,17.32
18075S,TO,M,JOHN BREWER REEF,-18.633333,147.058333,3,-18.6292,147.08325,2001,RM,200001,9,5/06/2001,2001,5,28.7,30.1,15,2.5,2.5,14.786,2.714,2.857,117,70,1.671,0,0,5/06/2001,74.02,15.97,1.61,8.4
18075S,TO,M,JOHN BREWER REEF,-18.633333,147.058333,3,-18.6292,147.08325,2002,RM,200102,10,19/02/2002,2002,2,32.7,29.9,7.5,2.5,2.5,11.686,2.5,6.017,202,86,2.349,0,0,19/02/2002,83.18,6.61,0.7,9.51
18075S,TO,M,JOHN BREWER REEF,-18.633333,147.058333,3,-18.6292,147.08325,2003,RM,200203,11,3/09/2003,2003,3,31.6,30.1,2.5,2.5,2.5,3.013,2.5,2.404,343,78,4.397,0,0,3/09/2003,90.4,1.8,0.5,7.3
18075S,TO,M,JOHN BREWER REEF,-18.633333,147.058333,3,-18.6292,147.08325,2004,RM,200304,12,19/04/2004,2004,4,30.3,29.7,2.5,2.5,2.5,2.872,2.5,1.858,0,74,0,0,0,20/04/2004,87.7,1.4,1,9.9
18075S,TO,M,JOHN BREWER REEF,-18.633333,147.058333,3,-18.6292,147.08325,2005,RM,200405,13,28/04/2005,2005,4,31,29.8,2.5,2.5,0,2.905,2.331,0.304,0,74,0,0,0,28/04/2005,87,1.5,1.7,9.8
18075S,TO,M,JOHN BREWER REEF,-18.633333,147.058333,3,-18.6292,147.08325,2006,RM,202506,15,8/01/2006,2006,1,,,,,,,,,,,,,,8/01/2006,,,,
18075S,TO,M,JOHN BREWER REEF,-18.633333,147.058333,3,-18.6292,147.08325,2007,RM,200607,15,31/05/2007,2007,5,29.4,28.9,2.5,2.5,0,2.882,2.5,0,0,72,0,22,0.305555556,31/05/2007,85.9,0.6,1.3,12.2
18075S,TO,M,JOHN BREWER REEF,-18.633333,147.058333,3,-18.6292,147.08325,2008,RM,202708,17,19/10/2008,2008,10,,,,,,,,,,,,,,19/10/2008,,,,
18075S,TO,M,JOHN BREWER REEF,-18.633333,147.058333,3,-18.6292,147.08325,2009,RM,200809,17,15/05/2009,2009,5,27.8,29.5,2.5,2.5,0,3.882,2.559,0.118,0,85,0,13,0.152941176,14/05/2009,84.4,1.5,2,12.1
18075S,TO,M,JOHN BREWER REEF,-18.633333,147.058333,3,-18.6292,147.08325,2010,RM,202910,19,26/01/2010,2010,1,,,,,,,,,,,,,,26/01/2010,,,,
18075S,TO,M,JOHN BREWER REEF,-18.633333,147.058333,3,-18.6292,147.08325,2011,RM,201011,19,5/12/2011,2011,5,26.8,28.6,2.5,2.5,0,4.93,2.57,0.458,0,71,0,10,0.14084507,5/08/2011,83.9,4.1,2.6,9.4
18075S,TO,M,JOHN BREWER REEF,-18.633333,147.058333,3,-18.6292,147.08325,2012,RM,203112,21,12/03/2012,2012,3,,,,,,,,,,,,,,12/03/2012,,,,
18075S,TO,M,JOHN BREWER REEF,-18.633333,147.058333,3,-18.6292,147.08325,2013,RM,201213,21,6/02/2013,2013,6,26.6,29.7,15,2.5,2.5,16.164,2.672,1.351,1,87,0.011,11,0.126436782,6/01/2013,84.6,7.1,2.1,6.2
18075S,TO,M,JOHN BREWER REEF,-18.633333,147.058333,3,-18.6292,147.08325,2014,RAP,203314,23,12/02/2014,2014,2,,,,,,,,,,,,,,12/02/2014,,,,
18075S,TO,M,JOHN BREWER REEF,-18.633333,147.058333,3,-18.6292,147.08325,2015,RM,201415,23,5/06/2015,2015,5,29.1,30.1,35,2.5,2.5,34.516,2.813,2.375,1,80,0.013,10,0.125,16/03/2015,75.9,15.3,1.3,7.5
18075S,TO,M,JOHN BREWER REEF,-18.633333,147.058333,3,-18.6292,147.08325,2016,RAP,203516,25,23/09/2016,2016,9,,,,,,,,,,,,,,23/09/2016,,,,
18075S,TO,M,JOHN BREWER REEF,-18.633333,147.058333,3,-18.6292,147.08325,2017,RM,201617,25,5/02/2017,2017,5,28,29.6,35,2.5,2.5,37.753,2.027,4.595,1,74,0.014,0,0,5/01/2017,67.1,20.9,3,9
18075S,TO,M,JOHN BREWER REEF,-18.633333,147.058333,3,-18.6292,147.08325,2018,RAP,203718,27,19/01/2018,2018,1,,,,,,,,,,,,,,19/01/2018,,,,
18075S,TO,M,JOHN BREWER REEF,-18.633333,147.058333,3,-18.6292,147.08325,2019,RM,201819,27,3/06/2019,2019,3,31.2,29.7,15,2.5,2.5,17.703,2.616,1.977,3,86,0.035,6,0.069767442,3/06/2019,79.4,9.39,2.59,8.62
18075S,TO,M,JOHN BREWER REEF,-18.633333,147.058333,3,-18.6292,147.08325,2020,RAP,201920,28,6/07/2020,2020,6,26.6,29.8,7.5,2.5,2.5,13.333,2.767,1.467,0,75,0,7,0.093333333,6/07/2020,78.14,7.29,1.8,12.77
18075S,TO,M,JOHN BREWER REEF,-18.633333,147.058333,3,-18.6292,147.08325,2021,RM,202021,29,26/03/2021,2021,3,31.3,29.5,25,2.5,2.5,23.906,3.063,2.125,0,80,0,13,0.1625,25/03/2021,81.86,6.01,1.4,10.72
18075S,TO,M,JOHN BREWER REEF,-18.633333,147.058333,3,-18.6292,147.08325,2022,RM,204122,31,3/10/2022,2022,10,,,,,,,,,,,,,,3/10/2022,,,,
18075S,TO,M,JOHN BREWER REEF,-18.633333,147.058333,3,-18.6292,147.08325,2023,RM,204223,32,26/10/2023,2023,10,,,,,,,,,,,,,,26/10/2023,,,,
18075S,TO,M,JOHN BREWER REEF,-18.633333,147.058333,3,-18.6292,147.08325,2024,RAP,204324,33,20/10/2024,2024,10,,,,,,,,,,,,,,20/10/2024,,,,
18075S,TO,M,JOHN BREWER REEF,-18.633333,147.058333,3,-18.6292,147.08325,2025,RAP,204425,34,11/04/2025,2025,4,,,,,,,,,,,,,,11/04/2025,,,,
18075S,TO,M,JOHN BREWER REEF,-18.633333,147.058333,3,-18.6292,147.08325,2026,RM,204526,35,10/12/2026,2026,12,,,,,,,,,,,,,,10/12/2026,,,,
18076S,TO,M,HELIX REEF,-18.633333,147.3,1,-18.620067,147.297567,1993,RM,201193,1,10/02/1993,1993,2,,,,,,,,,,,,,,10/02/1993,,,,
18076S,TO,M,HELIX REEF,-18.633333,147.3,1,-18.620067,147.297567,1994,RMRAP,201294,2,21/09/1994,1994,9,,,,,,,,,,,,,,21/09/1994,,,,
18076S,TO,M,HELIX REEF,-18.633333,147.3,1,-18.620067,147.297567,1995,RM,201395,3,25/11/1995,1995,11,,,,,,,,,,,,,,25/11/1995,,,,
18076S,TO,M,HELIX REEF,-18.633333,147.3,1,-18.620067,147.297567,1996,RM,201496,4,22/01/1996,1996,1,,,,,,,,,,,,,,22/01/1996,,,,
18076S,TO,M,HELIX REEF,-18.633333,147.3,1,-18.620067,147.297567,1997,RM,201597,5,6/01/1997,1997,1,,,,,,,,,,,,,,6/01/1997,,,,
18076S,TO,M,HELIX REEF,-18.633333,147.3,1,-18.620067,147.297567,1998,RM,201698,6,17/03/1998,1998,3,,,,,,,,,,,,,,17/03/1998,,,,
18076S,TO,M,HELIX REEF,-18.633333,147.3,1,-18.620067,147.297567,1999,RM,201799,7,15/09/1999,1999,9,,,,,,,,,,,,,,15/09/1999,,,,
18076S,TO,M,HELIX REEF,-18.633333,147.3,1,-18.620067,147.297567,2000,RAP,201900,8,29/01/2000,2000,1,,,,,,,,,,,,,,29/01/2000,,,,
18076S,TO,M,HELIX REEF,-18.633333,147.3,1,-18.620067,147.297567,2001,RM,202001,9,1/02/2001,2001,2,,,,,,,,,,,,,,1/02/2001,,,,
18076S,TO,M,HELIX REEF,-18.633333,147.3,1,-18.620067,147.297567,2002,RM,202102,10,8/10/2002,2002,10,,,,,,,,,,,,,,8/10/2002,,,,
18076S,TO,M,HELIX REEF,-18.633333,147.3,1,-18.620067,147.297567,2003,RM,202203,11,22/09/2003,2003,9,,,,,,,,,,,,,,22/09/2003,,,,
18076S,TO,M,HELIX REEF,-18.633333,147.3,1,-18.620067,147.297567,2004,RAP,202304,12,24/01/2004,2004,1,,,,,,,,,,,,,,24/01/2004,,,,
18076S,TO,M,HELIX REEF,-18.633333,147.3,1,-18.620067,147.297567,2005,RMRAP,202405,13,30/07/2005,2005,7,,,,,,,,,,,,,,30/07/2005,,,,
18076S,TO,M,HELIX REEF,-18.633333,147.3,1,-18.620067,147.297567,2006,RAP,200506,14,12/09/2005,2005,12,33.4,29.8,25,2.5,2.5,33.971,2.5,2.5,16,17,0.941,0,0,12/10/2005,64.45,28.54,1.8,5.2
18076S,TO,M,HELIX REEF,-18.633333,147.3,1,-18.620067,147.297567,2007,RM,202607,15,20/01/2007,2007,1,,,,,,,,,,,,,,20/01/2007,,,,
18076S,TO,M,HELIX REEF,-18.633333,147.3,1,-18.620067,147.297567,2008,RAP,200708,16,22/05/2008,2008,5,27.6,29,15,2.5,0,17.833,2.5,0.5,0,15,0,7,0.466666667,22/05/2008,80.25,13.62,1.22,4.91
18076S,TO,M,HELIX REEF,-18.633333,147.3,1,-18.620067,147.297567,2009,RM,202809,17,24/09/2009,2009,9,,,,,,,,,,,,,,24/09/2009,,,,
18076S,TO,M,HELIX REEF,-18.633333,147.3,1,-18.620067,147.297567,2010,RAP,200910,18,4/10/2010,2010,4,29.4,29,25,2.5,2.5,20.917,2.833,2.5,0,15,0,8,0.533333333,4/10/2010,73.9,17.4,3.5,5.2
18076S,TO,M,HELIX REEF,-18.633333,147.3,1,-18.620067,147.297567,2011,RAP,203011,19,3/01/2011,2011,1,,,,,,,,,,,,,,3/01/2011,,,,
18076S,TO,M,HELIX REEF,-18.633333,147.3,1,-18.620067,147.297567,2012,RAP,201112,20,21/04/2012,2012,4,30.2,28.8,2.5,2.5,1.25,4.643,2.5,1.25,0,14,0,3,0.214285714,21/04/2012,93.5,1.9,0.1,4.5
18076S,TO,M,HELIX REEF,-18.633333,147.3,1,-18.620067,147.297567,2013,RMRAP,203213,21,10/05/2013,2013,5,,,,,,,,,,,,,,10/05/2013,,,,
18076S,TO,M,HELIX REEF,-18.633333,147.3,1,-18.620067,147.297567,2014,RAP,201314,22,24/03/2014,2014,3,30.3,29.1,15,2.5,0,19.773,2.5,1.136,0,11,0,11,1,24/03/2014,94.5,4.4,0.3,0.8
18076S,TO,M,HELIX REEF,-18.633333,147.3,1,-18.620067,147.297567,2015,RAP,203415,23,2/09/2015,2015,9,,,,,,,,,,,,,,2/09/2015,,,,
18076S,TO,M,HELIX REEF,-18.633333,147.3,1,-18.620067,147.297567,2016,RAP,201516,24,5/04/2016,2016,5,29.8,30.1,15,2.5,2.5,21.111,2.5,2.5,0,18,0,0,0,5/04/2016,78.1,19.5,0.5,1.9
18076S,TO,M,HELIX REEF,-18.633333,147.3,1,-18.620067,147.297567,2017,RM,203617,25,28/07/2017,2017,7,,,,,,,,,,,,,,28/07/2017,,,,
18076S,TO,M,HELIX REEF,-18.633333,147.3,1,-18.620067,147.297567,2018,RAP,201718,26,27/02/2018,2018,2,32.1,29.7,35,2.5,2.5,42.656,2.5,2.188,0,16,0,4,0.25,27/02/2018,48,49.7,0.6,1.7
18076S,TO,M,HELIX REEF,-18.633333,147.3,1,-18.620067,147.297567,2019,RAP,203819,27,25/12/2019,2019,12,,,,,,,,,,,,,,25/12/2019,,,,
18076S,TO,M,HELIX REEF,-18.633333,147.3,1,-18.620067,147.297567,2020,RAP,201920,28,6/08/2020,2020,6,26.6,29.8,45,2.5,2.5,49.25,3.167,2,0,15,0,4,0.266666667,6/07/2020,63.04,31.15,0.1,5.71
18076S,TO,M,HELIX REEF,-18.633333,147.3,1,-18.620067,147.297567,2021,RAP,204021,29,12/12/2021,2021,12,,,,,,,,,,,,,,12/12/2021,,,,
18076S,TO,M,HELIX REEF,-18.633333,147.3,1,-18.620067,147.297567,2022,RM,204122,30,1/05/2022,2022,5,,,,,,,,,,,,,,1/05/2022,,,,
18076S,TO,M,HELIX REEF,-18.633333,147.3,1,-18.620067,147.297567,2023,RM,204223,31,15/10/2023,2023,10,,,,,,,,,,,,,,15/10/2023,,,,
18076S,TO,M,HELIX REEF,-18.633333,147.3,1,-18.620067,147.297567,2024,RM,204324,32,7/07/2024,2024,7,,,,,,,,,,,,,,7/07/2024,,,,
18076S,TO,M,HELIX REEF,-18.633333,147.3,1,-18.620067,147.297567,2025,RMRAP,204425,33,10/10/2025,2025,10,,,,,,,,,,,,,,10/10/2025,,,,
18076S,TO,M,HELIX REEF,-18.633333,147.3,1,-18.620067,147.297567,2026,RAP,204526,34,11/02/2026,2026,2,,,,,,,,,,,,,,11/02/2026,,,,
18076S,TO,M,HELIX REEF,-18.633333,147.3,2,-18.621767,147.2989,1993,RM,201193,1,20/03/1993,1993,3,,,,,,,,,,,,,,20/03/1993,,,,
18076S,TO,M,HELIX REEF,-18.633333,147.3,2,-18.621767,147.2989,1994,RM,201294,2,9/09/1994,1994,9,,,,,,,,,,,,,,9/09/1994,,,,
18076S,TO,M,HELIX REEF,-18.633333,147.3,2,-18.621767,147.2989,1995,RMRAP,201395,3,4/04/1995,1995,4,,,,,,,,,,,,,,4/04/1995,,,,
18076S,TO,M,HELIX REEF,-18.633333,147.3,2,-18.621767,147.2989,1996,RM,201496,4,2/02/1996,1996,2,,,,,,,,,,,,,,2/02/1996,,,,
18076S,TO,M,HELIX REEF,-18.633333,147.3,2,-18.621767,147.2989,1997,RM,201597,5,28/11/1997,1997,11,,,,,,,,,,,,,,28/11/1997,,,,
18076S,TO,M,HELIX REEF,-18.633333,147.3,2,-18.621767,147.2989,1998,RM,201698,6,14/12/1998,1998,12,,,,,,,,,,,,,,14/12/1998,,,,
18076S,TO,M,HELIX REEF,-18.633333,147.3,2,-18.621767,147.2989,1999,RM,201799,7,18/11/1999,1999,11,,,,,,,,,,,,,,18/11/1999,,,,
18076S,TO,M,HELIX REEF,-18.633333,147.3,2,-18.621767,147.2989,2000,RM,201900,8,6/09/2000,2000,9,,,,,,,,,,,,,,6/09/2000,,,,
18076S,TO,M,HELIX REEF,-18.633333,147.3,2,-18.621767,147.2989,2001,RMRAP,202001,9,4/05/2001,2001,5,,,,,,,,,,,,,,4/05/2001,,,,
18076S,TO,M,HELIX REEF,-18.633333,147.3,2,-18.621767,147.2989,2002,RM,202102,10,15/11/2002,2002,11,,,,,,,,,,,,,,15/11/2002,,,,
18076S,TO,M,HELIX REEF,-18.633333,147.3,2,-18.621767,147.2989,2003,RAP,202203,11,30/01/2003,2003,1,,,,,,,,,,,,,,30/01/2003,,,,
18076S,TO,M,HELIX REEF,-18.633333,147.3,2,-18.621767,147.2989,2004,RAP,202304,12,11/01/2004,2004,1,,,,,,,,,,,,,,11/01/2004,,,,
18076S,TO,M,HELIX REEF,-18.633333,147.3,2,-18.621767,147.2989,2005,RAP,202405,13,17/01/2005,2005,1,,,,,,,,,,,,,,17/01/2005,,,,
18076S,TO,M,HELIX REEF,-18.633333,147.3,2,-18.621767,147.2989,2006,RAP,200506,14,12/09/2005,2005,12,33.4,29.8,25,2.5,2.5,33.971,2.5,2.5,16,17,0.941,0,0,12/09/2005,73.74,19.42,3.41,3.43
18076S,TO,M,HELIX REEF,-18.633333,147.3,2,-18.621767,147.2989,2007,RAP,202607,15,13/11/2007,2007,11,,,,,,,,,,,,,,13/11/2007,,,,
18076S,TO,M,HELIX REEF,-18.633333,147.3,2,-18.621767,147.2989,2008,RAP,200708,16,22/05/2008,2008,5,27.6,29,15,2.5,0,17.833,2.5,0.5,0,15,0,7,0.466666667,21/05/2008,80.75,14.09,3.7,1.46
18076S,TO,M,HELIX REEF,-18.633333,147.3,2,-18.621767,147.2989,2009,RAP,202809,17,26/10/2009,2009,10,,,,,,,,,,,,,,26/10/2009,,,,
18076S,TO,M,HELIX REEF,-18.633333,147.3,2,-18.621767,147.2989,2010,RAP,200910,18,4/10/2010,2010,4,29.4,29,25,2.5,2.5,20.917,2.833,2.5,0,15,0,8,0.533333333,4/10/2010,72.57,21.02,2.1,4.3
18076S,TO,M,HELIX REEF,-18.633333,147.3,2,-18.621767,147.2989,2011,RM,203011,19,13/09/2011,2011,9,,,,,,,,,,,,,,13/09/2011,,,,
18076S,TO,M,HELIX REEF,-18.633333,147.3,2,-18.621767,147.2989,2012,RAP,201112,20,21/04/2012,2012,4,30.2,28.8,2.5,2.5,1.25,4.643,2.5,1.25,0,14,0,3,0.214285714,22/04/2012,86.6,12,0.8,0.6
18076S,TO,M,HELIX REEF,-18.633333,147.3,2,-18.621767,147.2989,2013,RAP,203213,21,10/02/2013,2013,2,,,,,,,,,,,,,,10/02/2013,,,,
18076S,TO,M,HELIX REEF,-18.633333,147.3,2,-18.621767,147.2989,2014,RAP,201314,22,24/03/2014,2014,3,30.3,29.1,15,2.5,0,19.773,2.5,1.136,0,11,0,11,1,24/03/2014,70.8,24.4,3.1,1.7
18076S,TO,M,HELIX REEF,-18.633333,147.3,2,-18.621767,147.2989,2015,RM,203415,23,20/11/2015,2015,11,,,,,,,,,,,,,,20/11/2015,,,,
18076S,TO,M,HELIX REEF,-18.633333,147.3,2,-18.621767,147.2989,2016,RAP,201516,24,5/04/2016,2016,5,29.8,30.1,15,2.5,2.5,21.111,2.5,2.5,0,18,0,0,0,5/04/2016,63.5,31.6,2.1,2.8
18076S,TO,M,HELIX REEF,-18.633333,147.3,2,-18.621767,147.2989,2017,RM,203617,25,21/02/2017,2017,2,,,,,,,,,,,,,,21/02/2017,,,,
18076S,TO,M,HELIX REEF,-18.633333,147.3,2,-18.621767,147.2989,2018,RAP,201718,26,27/02/2018,2018,2,32.1,29.7,35,2.5,2.5,42.656,2.5,2.188,0,16,0,4,0.25,27/02/2018,67.9,28.2,1.4,2.5
18076S,TO,M,HELIX REEF,-18.633333,147.3,2,-18.621767,147.2989,2019,RM,203819,27,23/11/2019,2019,11,,,,,,,,,,,,,,23/11/2019,,,,
18076S,TO,M,HELIX REEF,-18.633333,147.3,2,-18.621767,147.2989,2020,RAP,201920,28,6/08/2020,2020,6,26.6,29.8,45,2.5,2.5,49.25,3.167,2,0,15,0,4,0.266666667,6/08/2020,69.97,21.49,1.08,7.46
18076S,TO,M,HELIX REEF,-18.633333,147.3,2,-18.621767,147.2989,2021,RM,204021,29,12/12/2021,2021,12,,,,,,,,,,,,,,12/12/2021,,,,
18076S,TO,M,HELIX REEF,-18.633333,147.3,2,-18.621767,147.2989,2022,RAP,204122,30,16/02/2022,2022,2,,,,,,,,,,,,,,16/02/2022,,,,
18076S,TO,M,HELIX REEF,-18.633333,147.3,2,-18.621767,147.2989,2023,RM,204223,31,12/02/2023,2023,2,,,,,,,,,,,,,,12/02/2023,,,,
